"X1","X2","name","clust5","clust10","clust15","clust20","text","textgr"
246.557217290211,41.1016292553151,"112",2,9,11,13,"You utilitarians, you too love everything useful only as a vehicle of your inclinations - you too really find the noise of its wheels intolerable?","Ihr Utilitarier, auch ihr liebt alles utile nur als ein Fuhrwerk eurer Neigungen, - auch ihr findet eigentlich den Lärm seiner Räder unausstehlich?"
-36.3926084284178,261.386748806123,"113",4,5,5,5,"Ultimately one loves one's desires and not that which is desired.","Man liebt zuletzt seine Begierde, und nicht das Begehrte."
130.814413881651,193.087464588548,"114",2,2,2,2,"The vanity of others offends our taste only when it offends our vanity.","Die Eitelkeit Andrer geht uns nur dann wider den Geschmack, wenn sie wider unsre Eitelkeit geht."
21.8270383372229,-206.73059513277,"115",5,7,8,9,"Perhaps no one has ever been sufficiently truthful about what `truthfulness' is.","Ober Das, was ""Wahrhaftigkeit"" ist, war vielleicht noch Niemand wahrhaftig genug."
47.0361664608389,-202.417817815431,"116",5,7,8,9,"Clever people are not credited with their follies: what a deprivation of human rights!","Klugen Menschen glaubt man ihre Thorheiten nicht: welche Einbusse an Menschenrechten!"
150.681618483447,169.416365877218,"117",2,2,2,2,"The consequences of our actions take us by the scruff of the neck, altogether indifferent to the fact that we have `improved' in the meantime.","Die Folgen unsrer Handlungen fassen uns am Schopfe, sehr gleichgültig dagegen, dass wir uns inzwischen ""gebessert"" haben."
192.986054842852,-172.580134371896,"118",5,10,15,19,"There is an innocence in lying which is the sign of good faith in a cause.","Es giebt eine Unschuld in der Lüge, welche das Zeichen des guten Glaubens an eine Sache ist."
86.3372398042113,136.495447907175,"119",1,4,4,4,"It is inhuman to bless where one is cursed.","Es ist unmenschlich, da zu segnen, wo Einem geflucht wird."
139.232004034726,214.150345042999,"120",2,2,2,2,"The familiarity of the superior embitters, because it may not be returned.","Die Vertraulichkeit des überlegenen erbittert, weil sie nicht zurückgegeben werden darf. -"
-221.694594438199,-8.03205758248211,"121",3,6,12,14,"`Not that you lied to me but that I no longer believe you - that is what has distressed me -.'","Nicht dass du mich belogst, sondern dass ich dir nicht mehr glaube, hat mich erschüttert. -"""
197.823873294473,-194.675042189593,"122",5,10,15,19,"There is a wild spirit of good-naturedness which looks like malice.","Es giebt einen Übermuth der Güte, welcher sich wie Bosheit ausnimmt."
-3.32506496497973,-207.060747411488,"123",5,7,8,9,"`I do not like it.' - Why? - `I am not up to it.' - Has anyone ever answered like that?","Er missfällt mir. - Warum? - ""Ich bin ihm nicht gewachsen."" - Hat je ein Mensch so geantwortet?"
